nohhold,nomem,weeknr,gez1,gez2,gez3,gez4,gez5,gez7,gez8,gez9,huisa1,huisa2,huisa3,ziek,hziek,kans0,kans1a,kans2a,kans3a,kans4a,kans5a,kans6a,ij2,ij161,ij16br,ij181,ij241,ij162,ij16br2,ij182,ij242,ij163,ij16br3,ij183,ij243,j16a,j16abra,j16b,iz1,iz14,iz15,iz16,iz16bra,iz18,iz19,iz24,iz37,iz38,iz38br,iz40,iz41,ip20,ip21,ip22,ip23,ip24,inp27a,ip41,ip4bra,ip71,ip42,ip4bra2,ip72,ip43,ip4bra3,ip73,ip44,ip4bra4,ip74,ii20,ii21,ii22,ii23,ii41,ii4br,ii61,ii42,ii4br2,ii62,ii43,ii4br3,ii63,is20,is21,is22,is23,is24,is25,is26,is27,is28,is29,is210,is211,is41,is4br,is61,is42,is4br2,is62,is43,is4br3,is63,is44,is4br4,is64,is45,is4br5,is65,is46,is4br6,is66,is47,is4br7,is67,is48,is4br8,is68,is4n,is4brn,is4n2,is4brn2,is4n3,is4brn3,io20,io21,io22,io23,io24,io25,io26,io27,io28,io48a,io48c,io41,io4br,io42,io4br2,io43,io4br3,io44,io4br4,io45,io4br5,io46,io4br6,io47,io4br7,io48,io4br8,io48b,io4br9,io48d,io4br10,in25,in26,in11a,in12a,in29a,in29b,in29,in30,in32,in33,in35,in36,in38,in39,in41a,in42,he070,he067,he068,he069,in45,in46,in48,in2012,in16,in18,in20,in22,in49a,in50,psy1,psy2,psy3,psy4,psy5,psy6,gebeur1,gebeur2,gebeur3,gebeur4,gebeur5,gebeur6,gebeur7,gebeur8,gebeur9,laag,hoog,pro1,pro2,pro3,pro4,dnbbaan,laagpr,hoogpr,pr0,pr1a,pr2a,pr3a,pr4a
628,2,201220,180,82,2,4,2,3, ,2,2,5,1, , , , , , , , ,8,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,30942, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,2195,2,2,1,-7, , , ,1,42707, , ,-9,9, , , , , , ,0,0,0,0,0,0,1,0,0,36000,42000,0,5,10,25, ,5,8,7,25,40,25,5
633,1,201220,187,80,2,3,2,3, ,2,0,0,0,2, , ,5,2, , , , ,1,110000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,400, ,-9,2,1,-9,2, ,2, ,-7, ,-7, ,1,10000,2, ,2,1,567,2,1,1,1,38000,12,1,1,130000, , ,85000, , , , , , , ,0,0,0,0,0,0,0,1,0,40000,85000,10,20,30,40,10,2,3,3,0,5,15,5
633,2,201220,176,81,1,3,2,3, ,2, , , ,2, ,10,10,10, , , , ,1,-9,1, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,2,-9,2,2,-9,2, , , ,1,-9,-9,-9,-9,10, , , , , , ,0,0,0,0,0,0,0,1,0,60000,100000,50,50,50,100,0,2,2,2,50,50,0,0
633,3,201220,180,90,2,3,2,3, ,2,1,1,0,2, ,7,6,6, , , , ,2,-9,1, ,1,-9,1, ,1, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,-9,1, , , , ,2,2,2,1,2,2,2,2,2,2,2, , , , ,-9,1, , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,-9,-9,-9,2, , , ,1,-9,-9,-9, , , , , , , , ,0,0,0,0,0,0,0,1,0,15000,21000,10,20,20,50,25,-1.3,0.6,3,25,40,50,50
643,1,201220,175,78,2,3,1,1, ,2, , ,1, , , , , , , ,6,2,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,1003, , ,9,5, , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,191,1,2,1,2, , , ,1,-9,6, ,24000, , , , , , , ,0,0,0,0,0,0,0,1,0,20000,30000,50,100,100,100, ,2,5,5,50,40,0,0
655,2,201228,165,94,2,3,2,3, ,2,2,4,0, , , , ,7,5, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,-9,4, ,9,3, , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,338, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,207,2,2,1,-7, , , ,1,-9,4, ,-9,7, , , , , , ,0,0,0,0,0,0,0,1,0,22000,22000,,,,, ,5,12,7,0,20,60,50
709,1,201225,181,101,4,3,1,3, ,2,0,4,0, , , , , ,8,3, , ,0, , , , , , , , , , , , , , , ,1,1,1,-9,5,2, ,2, , , , , ,2,2,1,1,2,1, , , ,-9,5, ,9,9, , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,2,1,-7, , , ,1,-9,8, ,-9,8, , , , , , ,1,0,0,0,0,0,0,0,0,34000,35000,50,50,50,50, ,2.3,2.9,2,10,30,30,10
733,1,201228,158,59,2,4,2,3, ,2,0,0,5, , , , , , , , ,6,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,9445, , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,135,2,1,1,-7, , , ,1,9445, , ,-9,9, , , , , , ,0,0,0,0,0,0,0,1,0,30000,30000,,,,, ,2.1,3,3,0,20,20,5
733,2,201228,174,70,2,4,2,3, ,2,0,4,0, , , , , , , ,7,6,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,27850, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,135,2,1,1,-7, , , ,1,37000, , ,-9,9, , , , , , ,0,0,0,0,0,0,0,1,0,36000,36000,,,,, ,2.5,3.3,2,0,20,60,30
816,1,201220,182,80,1,3,1,3, ,1,0,0,0, , , ,8,8, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,2,1,2, , , , , , , ,27000, , , , , ,2,2,1,2, , , ,34000, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,2475, ,8692, ,2, ,2, ,2, ,-7, ,-7, ,1,8950,2, ,2,4,775,1,2,6,-7, , , ,1,43756, , ,36530, , , , , , , ,0,0,0,0,0,0,1,0,0,30000,36000,25,25,25,25, ,2.6,3.3,2,50,50,25,10
816,2,201220,168,58,1,3,2,3, ,2,0,1,0, , , ,8,6, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,1,6000,2, ,2,4,0,2,2,6,-7, , , ,2, , , ,40000, , , , , , , ,0,0,0,0,0,0,0,1,0,35000,36000,10,10,10,10, ,1.5,5,4,50,40,50,30
816,4,201220,173,64,1,3,2,3, ,2, ,2, , , ,9,7,5, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,630, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,5, ,-9,-9,-9,-7, , , ,2, , , , , , , , , , , ,0,0,0,0,0,0,0,0,1,12000,30000,50,50,50,50,70,3,8,7,10,10,20,10
819,2,201220,152,51,2,3,2,3, ,2,0,0,0, , , , , , , , ,5,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,1151, , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1244, , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,6482, ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,121,2,1,1,2, , , ,1,10596, , ,2000, , , , , , , ,0,0,0,0,0,0,0,1,0,20000,24000,10,10,5,5, ,1.5,3,2,5,5,10,5
825,1,201225,185,97,2,3,1,3, ,2,0,0,0, , , ,4,1, , , , ,1,62635, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,2,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,119,2,1,1,1,34000,12,4,1,58701, , ,48000, , , , , , , ,1,0,0,0,0,0,0,0,0,45000,48000,1,2,5,80, ,3,5,3,20,30,5,0
825,2,201225,170,72,2,3,2,3, ,2,2,2, , , , ,10,9, , , , ,1,26535, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,-7, ,2, ,2, ,2,1,135,2,1,1,2, , , ,2, , , ,48000, , , , , , , ,0,0,0,0,0,0,0,1,0,46000,48000,20,20,50,50, ,1.5,2.3,2,0,50,60,0
831,1,201220,164,58,1,3,2,3, ,2,0,0,0, , , , ,10,9, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,13543, , ,20000, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,1,1500,2,1,134,2,1,1,2, , , ,1,34365, , ,24000, , , , , , , ,0,0,0,0,0,0,0,1,0,24000,26000,0,50,100,100, ,1.2,3.6,3,0,50,20,10
844,1,201220,190,110,3,3,1,3, ,2,0,2,0,2, ,5,5,5, , , , ,1,-9,4, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,3,1,-9,2,1,1,2, , , ,2, , , ,-9,7, , , , , , ,0,0,0,0,0,0,0,1,0,25000,26000,0,0,0,0,0,3,4,2,50,50,50,50
844,2,201220,180,98,2,3,2,3, ,2,0,0,0, , ,7,6,5, , , , ,0, , , , , , , , , , , , , , , ,1,1,1,-9,3,2, ,1,1,-9,3,2, , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,2, , , ,1,-9,-9,-9,25000, , , , , , , ,0,0,0,0,0,0,0,0,1,23000,26000,5,25,50,50, ,0.8,1.3,1,50,50,15,5
848,1,201234,182,80,3,4,2,3, ,2,2,1,0, , , , ,7,6, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,1, , , , ,9445, , , , , ,9120, , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,1,6616,2, ,2,1,120,1,1,1,-7, , , ,1,33606, , ,35749, , , , , , , ,0,0,0,0,0,0,1,0,0,30000,33000,15,20,25,30, ,2.3,4,3,5,10,3,2
873,2,201220,172,48,3,3,2,2,1,2, ,1, , , ,5,5,5, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9,1,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,1,1,1,-7, , , ,2, , , ,-9,7, , , , , , ,0,0,0,0,0,0,0,0,1,24000,24000,,,,,0,2,5,3,50,50,50,50
902,1,201225,173,70,2,3,2,2,2,2,0,0,0, , , , , , ,4,2, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,15000, , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,1,15000,2, ,2, ,2, ,2, ,2, ,2,1,143,1,1,1,-7, , , ,1,-9,6, ,17000, , , , , , , ,0,0,0,0,0,0,0,1,0,17000,17000,,,,, ,3,5,3,10,50,20,10
905,1,201220,165,56,2,3,2,2,1,2,1,9, , , , , , ,7,5, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,13543, , ,16772, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,-9,1,1,1,-7, , , ,1,29891, , ,29891, , , , , , , ,0,0,0,0,0,0,0,1,0,28000,30000,10,10,20,20, ,4,5,4,0,0,5,0
986,1,201225,183,92,3,3,1,3, ,2,0,6,0, , , , , , ,5,2, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,-9,-9,-9, , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,-9,-9, , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,-9,-9,-9,-7, , , ,1,-9,-9,-9,-9,5, , , , , , ,0,0,0,0,0,1,0,0,0,15500,16000,100,100,100,100, ,2,3,2,0,50,50,10
986,2,201220,164,90,3,2,1,3, ,2,0,5,0, , , , , , ,6,2, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,-9,-9,9000, , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,1,2,1,-7, , , ,1,-9,-9,-9,-9,6, , , , , , ,0,0,0,0,0,1,0,0,0,18400,18500,10,10,10,10, ,2,4,4,50,20,10,5
1019,1,201225,159,64,2,3,1,3, ,2, ,1, , , , , , ,3,1, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,-9,1, ,9,2, , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , ,-9,1, , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,-7, , , ,2, , , ,-9,7, , , , , , ,0,0,0,0,0,1,0,0,0,21000,20000,,,,, ,1,5,3,0,50,30,25
1039,1,201234,185,110,2,3,1,3, ,2, , , ,2, , ,4,4, , , , ,1,-9,7, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,-9,2,1,3,2, , , ,1,-9,9, ,-9,9, , , , , , ,0,0,0,0,0,0,0,1,0,40000,50000,70,80,90,100,50,2,3,2,100,80,20,0
1049,1,201220,176,76,2,4,2,3, ,2,2,4,0, , , , , , , ,4,0,0, , , , , , , , , , , , , , , ,1,1,2,-9,11,2, ,2, , , , , ,2,2,1,1,1,1, , , ,8000, , ,45000, , ,12000, , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,-9,3,-9,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,260,2,2,3,2, , , ,2, , , ,80000, , , , , , , ,0,0,0,0,0,0,0,1,0,40000,50000,10%,20%,40%,50%, ,2,5,3,60,1,60,5
1072,1,201220,171,76,3,3,1,3, ,2,1,6, , , , ,8,6, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1104, , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2880, ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,305,2,1,1,-7, , , ,1,5079, , ,-9,6, , , , , , ,0,0,0,0,0,0,0,1,0,17000,20000,5,10,25,75,0,2.1,3.5,3,5,25,35,15
1107,1,201220,176,81,4,5,2,3, ,2,1,5,0, , , , , , ,7,5, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,13543, , ,51573, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,3,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,4,2, , , ,1,70000, , ,48000, , , , , , , ,0,0,0,0,0,0,0,1,0,45000,50000,20,40,60,80, ,5,8,6,0,50,40,10
1128,1,201220,187,106,2,3,2,3, ,2,0,1,0,1,2,9,6,3, , , , ,1,48500, , ,3, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,144,2,2,2,2, , , ,1,43000, , ,28000, , , , , , , ,0,0,0,0,0,0,0,1,0,20000,30000,10,15,20,40,20,4,8,5,20,50,40,10
1138,1,201225,168,62,3,4,2,3, ,2, ,2, , , , , , ,5,0, , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,-9,3, ,1100, , , , , ,1,2,2,2, , , , , , , , , ,2,2,1,2,2,2,2,2,2,1,2,2, , , ,7000, , , , , , , , , , , , , , , , , , , , ,1200, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,120,1,1,1,-7, , , ,1,-9,4, ,11000, , , , , , , ,0,0,0,0,0,0,0,1,0,13000,13000,,,,, ,1,2,2,0,50,0,0
1138,2,201225,168,56,2,2,2,2,1,2, ,1, , , , , ,7,5, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,11415, , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,720, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,236,1,1,1,-7, , , ,1,11214, , ,1700, , , , , , , ,0,0,0,0,0,0,0,1,0,14000,14000,,,,, ,2,2.3,2,100,80,100,0
1155,1,201220,167,75,2,3,2,3, ,2, ,2, ,2, , ,8,8, , , , ,1,42800, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,155,2,1,1,2, , , ,1,42244, , ,-9,7, , , , , , ,0,0,0,0,0,0,0,1,0,24000,28000,50,50,50,100,10,2.5,4.2,3,0,50,20,0
1159,1,201220,188,94,3,4,1,3, ,2, ,3, , , , , ,3,2, , , ,1,21233, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,2,1,1,2,1, ,37436, , ,11334, , , , , ,1089, , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,3000, ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,132,2,1,1,2, , , ,1,70214, , ,-9,9, , , , , , ,0,0,0,0,0,0,1,0,0,35000,37000,0,0,0,90, ,2,5,4,80,90,50,40
1169,1,201220,169,77,2,3,2,3, ,2,0,1,0, , , , , , ,2,1, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,1,1,2,2, ,47784, , ,9445, , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,216,2,1,1,2, , , ,1,-9,8, ,53444, , , , , , , ,0,0,0,0,0,0,0,1,0,49000,51500,5,10,25,30, ,2.5,4.5,4,1,50,2,1
1177,1,201220,195,90,3,3,2,3, ,2,0,0,0, , , , ,10,8, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,-9,6, , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,128,1,1,1,-7, , , ,1,27000, , ,-9,7, , , , , , ,0,0,0,0,0,0,0,1,0,23000,23000,,,,, ,5,10,10,90,0,50,30
1197,1,201220,181,75,2,3,1,3, ,2,0,1,1, , , , , , ,7,5, ,1,-9,-9,-9, , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,9445, , ,40736, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,17888, ,1880, ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,3728,2,1,1,-7, , , ,1,75286, , ,50199, , , , , , , ,0,0,0,0,0,0,0,1,0,50000,51000,0,0,25,75, ,2.9,3.5,3,0,100,25,0
1197,2,201220,150,52,2,3,2,3, ,2,0,1,0, , , , , , ,7,3, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,9445, , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,3728,2,1,1,-7, , , ,1,16991, , ,50199, , , , , , , ,0,0,0,0,0,0,0,1,0,50000,51000,0,0,30,70, ,2.2,3.1,3,0,0,0,0
